composer,filename,npz_path,seq_len
mozart,Piano_Concerto_n21_K467_3mov_Elvira_Madigan.mid,processed\lstm\mozart\Piano_Concerto_n21_K467_3mov_Elvira_Madigan.npz,8608
mozart,Piano_Concerto_n23_K488_1mov.mid,processed\lstm\mozart\Piano_Concerto_n23_K488_1mov.npz,10709
mozart,Piano_Concerto_n23_K488_2mov.mid,processed\lstm\mozart\Piano_Concerto_n23_K488_2mov.npz,2595
mozart,Piano_Concerto_n23_K488_3mov.mid,processed\lstm\mozart\Piano_Concerto_n23_K488_3mov.npz,11591
mozart,Piano_Concerto_n24_K491_1mov.mid,processed\lstm\mozart\Piano_Concerto_n24_K491_1mov.npz,14007
mozart,Piano_Concerto_n24_K491_2mov.mid,processed\lstm\mozart\Piano_Concerto_n24_K491_2mov.npz,3974
mozart,Piano_Concerto_n24_K491_3mov.mid,processed\lstm\mozart\Piano_Concerto_n24_K491_3mov.npz,8809
mozart,Piano_Concerto_n25_K503_1mov.mid,processed\lstm\mozart\Piano_Concerto_n25_K503_1mov.npz,14512
mozart,Piano_Concerto_n25_K503_2mov.mid,processed\lstm\mozart\Piano_Concerto_n25_K503_2mov.npz,3393
mozart,Piano_Concerto_n25_K503_3mov.mid,processed\lstm\mozart\Piano_Concerto_n25_K503_3mov.npz,9256
mozart,Piano_Concerto_n26_K537_1mov_Coronation.mid,processed\lstm\mozart\Piano_Concerto_n26_K537_1mov_Coronation.npz,13208
mozart,Piano_Concerto_n26_K537_2mov_Coronation.mid,processed\lstm\mozart\Piano_Concerto_n26_K537_2mov_Coronation.npz,3079
mozart,Piano_Concerto_n26_K537_3mov_Coronation.mid,processed\lstm\mozart\Piano_Concerto_n26_K537_3mov_Coronation.npz,11057
mozart,Piano_Concerto_n6_K238_1mov.mid,processed\lstm\mozart\Piano_Concerto_n6_K238_1mov.npz,6489
mozart,Piano_Concerto_n6_K238_3mov.mid,processed\lstm\mozart\Piano_Concerto_n6_K238_3mov.npz,7222
mozart,Piano_Concerto_n7_for_3_Pianos_K242_1mov_Lodron.mid,processed\lstm\mozart\Piano_Concerto_n7_for_3_Pianos_K242_1mov_Lodron.npz,10330
mozart,Piano_Concerto_n7_for_3_Pianos_K242_2mov_Lodron.mid,processed\lstm\mozart\Piano_Concerto_n7_for_3_Pianos_K242_2mov_Lodron.npz,6338
mozart,Piano_Concerto_n7_for_3_Pianos_K242_3mov_Lodron.mid,processed\lstm\mozart\Piano_Concerto_n7_for_3_Pianos_K242_3mov_Lodron.npz,5631
mozart,Piano_Concerto_n8_K246_1mov.mid,processed\lstm\mozart\Piano_Concerto_n8_K246_1mov.npz,7225
mozart,Piano_Concerto_n8_K246_3mov.mid,processed\lstm\mozart\Piano_Concerto_n8_K246_3mov.npz,6165
mozart,K19d_Piano_Sonata_Duet.mid,processed\lstm\mozart\K19d_Piano_Sonata_Duet.npz,6938
mozart,K279_Piano_sonata_n01_1mov.mid,processed\lstm\mozart\K279_Piano_sonata_n01_1mov.npz,2895
mozart,K279_Piano_sonata_n01_2mov.mid,processed\lstm\mozart\K279_Piano_sonata_n01_2mov.npz,1751
mozart,K279_Piano_sonata_n01_3mov.mid,processed\lstm\mozart\K279_Piano_sonata_n01_3mov.npz,2018
mozart,K280_Piano_sonata_n02_1mov.mid,processed\lstm\mozart\K280_Piano_sonata_n02_1mov.npz,2641
mozart,K280_Piano_sonata_n02_2mov.mid,processed\lstm\mozart\K280_Piano_sonata_n02_2mov.npz,1710
mozart,K280_Piano_sonata_n02_3mov.mid,processed\lstm\mozart\K280_Piano_sonata_n02_3mov.npz,2460
mozart,K281_Piano_Sonata_n03_1mov.mid,processed\lstm\mozart\K281_Piano_Sonata_n03_1mov.npz,3967
mozart,K281_Piano_Sonata_n03_2mov.mid,processed\lstm\mozart\K281_Piano_Sonata_n03_2mov.npz,2373
mozart,K282_Piano_Sonata_n04.mid,processed\lstm\mozart\K282_Piano_Sonata_n04.npz,5699
mozart,K284_Piano_Sonata_n06.mid,processed\lstm\mozart\K284_Piano_Sonata_n06.npz,14747
mozart,K309_Piano_Sonata_n10_1mov.mid,processed\lstm\mozart\K309_Piano_Sonata_n10_1mov.npz,4960
mozart,K309_Piano_Sonata_n10_2mov.mid,processed\lstm\mozart\K309_Piano_Sonata_n10_2mov.npz,1500
mozart,K309_Piano_Sonata_n10_3mov.mid,processed\lstm\mozart\K309_Piano_Sonata_n10_3mov.npz,3637
mozart,K330_Piano_Sonata_n10_1mov.mid,processed\lstm\mozart\K330_Piano_Sonata_n10_1mov.npz,4772
mozart,K330_Piano_Sonata_n10_2mov.mid,processed\lstm\mozart\K330_Piano_Sonata_n10_2mov.npz,1484
mozart,K330_Piano_Sonata_n10_3mov.mid,processed\lstm\mozart\K330_Piano_Sonata_n10_3mov.npz,4346
mozart,K331_Piano_Sonata_n11.mid,processed\lstm\mozart\K331_Piano_Sonata_n11.npz,12742
mozart,K331_Piano_sonata_n11_3mov.mid,processed\lstm\mozart\K331_Piano_sonata_n11_3mov.npz,2821
mozart,K332_Piano_Sonata_n12_1mov.mid,processed\lstm\mozart\K332_Piano_Sonata_n12_1mov.npz,5034
mozart,K332_Piano_Sonata_n12_2mov.mid,processed\lstm\mozart\K332_Piano_Sonata_n12_2mov.npz,1386
mozart,K332_Piano_Sonata_n12_3mov.mid,processed\lstm\mozart\K332_Piano_Sonata_n12_3mov.npz,5914
mozart,K333_Piano_Sonata_n13.mid,processed\lstm\mozart\K333_Piano_Sonata_n13.npz,11777
mozart,K333_Piano_Sonata_n13_1mov.mid,processed\lstm\mozart\K333_Piano_Sonata_n13_1mov.npz,5750
mozart,K333_Piano_Sonata_n13_2mov.mid,processed\lstm\mozart\K333_Piano_Sonata_n13_2mov.npz,2871
mozart,K333_Piano_Sonata_n13_3mov.mid,processed\lstm\mozart\K333_Piano_Sonata_n13_3mov.npz,3187
mozart,K357_Piano_Sonata_4_Hands.mid,processed\lstm\mozart\K357_Piano_Sonata_4_Hands.npz,7529
mozart,K358_Piano_Sonata_4_Hands.mid,processed\lstm\mozart\K358_Piano_Sonata_4_Hands.npz,6374
mozart,K381_Piano_Sonata_4_Hands.mid,processed\lstm\mozart\K381_Piano_Sonata_4_Hands.npz,6984
mozart,K457_Piano_Sonata_n14.mid,processed\lstm\mozart\K457_Piano_Sonata_n14.npz,8253
mozart,K497_Piano_Sonata_4_Hands.mid,processed\lstm\mozart\K497_Piano_Sonata_4_Hands.npz,15562
mozart,K521_Piano_Sonata_4_Hands.mid,processed\lstm\mozart\K521_Piano_Sonata_4_Hands.npz,13061
mozart,K545_Piano_Sonata.mid,processed\lstm\mozart\K545_Piano_Sonata.npz,5598
mozart,K570_Piano_Sonata_1mov.mid,processed\lstm\mozart\K570_Piano_Sonata_1mov.npz,2065
mozart,K570_Piano_Sonata_2mov.mid,processed\lstm\mozart\K570_Piano_Sonata_2mov.npz,1826
mozart,K570_Piano_Sonata_3mov.mid,processed\lstm\mozart\K570_Piano_Sonata_3mov.npz,1924
mozart,K576_Piano_Sonata_n19.mid,processed\lstm\mozart\K576_Piano_Sonata_n19.npz,8013
mozart,Piano_Sonata_n01_K279.mid,processed\lstm\mozart\Piano_Sonata_n01_K279.npz,5567
mozart,Piano_Sonata_n02_K280.mid,processed\lstm\mozart\Piano_Sonata_n02_K280.npz,4774
mozart,Piano_Sonata_n03_K281.mid,processed\lstm\mozart\Piano_Sonata_n03_K281.npz,5855
mozart,Piano_Sonata_n04_K282.mid,processed\lstm\mozart\Piano_Sonata_n04_K282.npz,3257
mozart,Piano_Sonata_n05_K283.mid,processed\lstm\mozart\Piano_Sonata_n05_K283.npz,4815
mozart,Piano_Sonata_n06_K284.mid,processed\lstm\mozart\Piano_Sonata_n06_K284.npz,10585
mozart,Piano_Sonata_n07_K309.mid,processed\lstm\mozart\Piano_Sonata_n07_K309.npz,7577
mozart,Piano_Sonata_n08_K311.mid,processed\lstm\mozart\Piano_Sonata_n08_K311.npz,7157
mozart,Piano_Sonata_n09_K310.mid,processed\lstm\mozart\Piano_Sonata_n09_K310.npz,8117
mozart,Piano_Sonata_n10_K330.mid,processed\lstm\mozart\Piano_Sonata_n10_K330.npz,5770
mozart,Piano_Sonata_n11_K331.mid,processed\lstm\mozart\Piano_Sonata_n11_K331.npz,9470
mozart,Piano_Sonata_n12_K332.mid,processed\lstm\mozart\Piano_Sonata_n12_K332.npz,6868
mozart,Piano_Sonata_n13_K333.mid,processed\lstm\mozart\Piano_Sonata_n13_K333.npz,7496
mozart,Piano_Sonata_n14_K457.mid,processed\lstm\mozart\Piano_Sonata_n14_K457.npz,6400
mozart,Piano_Sonata_n15_K593-494.mid,processed\lstm\mozart\Piano_Sonata_n15_K593-494.npz,7583
mozart,Piano_Sonata_n16_K545.mid,processed\lstm\mozart\Piano_Sonata_n16_K545.npz,3628
mozart,Piano_Sonata_n17_K547a.mid,processed\lstm\mozart\Piano_Sonata_n17_K547a.npz,3441
mozart,Piano_Sonata_n18_K570.mid,processed\lstm\mozart\Piano_Sonata_n18_K570.npz,5917
mozart,Piano_Sonata_n19_K576.mid,processed\lstm\mozart\Piano_Sonata_n19_K576.npz,5920
mozart,Rondo_in_C.mid,processed\lstm\mozart\Rondo_in_C.npz,2708
mozart,Rondo.mid,processed\lstm\mozart\Rondo.npz,4926
mozart,Sonatina_n21_3mov.mid,processed\lstm\mozart\Sonatina_n21_3mov.npz,996
mozart,Sonatina_n22_4mov.mid,processed\lstm\mozart\Sonatina_n22_4mov.npz,876
mozart,Sonatina_n3_1mov.mid,processed\lstm\mozart\Sonatina_n3_1mov.npz,512
mozart,Sonatina_n3_2mov.mid,processed\lstm\mozart\Sonatina_n3_2mov.npz,1301
mozart,Sonatina_n3_3mov.mid,processed\lstm\mozart\Sonatina_n3_3mov.npz,1431
mozart,Symphony_n22_K162_1mov.mid,processed\lstm\mozart\Symphony_n22_K162_1mov.npz,4675
mozart,Symphony_n22_K162_3mov.mid,processed\lstm\mozart\Symphony_n22_K162_3mov.npz,3979
mozart,Symphony_n25_K183_1mov.mid,processed\lstm\mozart\Symphony_n25_K183_1mov.npz,11853
mozart,Symphony_n25_K183_2mov.mid,processed\lstm\mozart\Symphony_n25_K183_2mov.npz,1905
mozart,Symphony_n25_K183_3mov.mid,processed\lstm\mozart\Symphony_n25_K183_3mov.npz,3047
mozart,Symphony_n25_K183_4mov.mid,processed\lstm\mozart\Symphony_n25_K183_4mov.npz,7544
mozart,Symphony_n28_K200_1mov.mid,processed\lstm\mozart\Symphony_n28_K200_1mov.npz,7164
mozart,Symphony_n28_K200_2mov.mid,processed\lstm\mozart\Symphony_n28_K200_2mov.npz,2381
mozart,Symphony_n28_K200_3mov.mid,processed\lstm\mozart\Symphony_n28_K200_3mov.npz,2741
mozart,Symphony_n28_K200_4mov.mid,processed\lstm\mozart\Symphony_n28_K200_4mov.npz,6899
mozart,Symphony_n29_K201_1mov.mid,processed\lstm\mozart\Symphony_n29_K201_1mov.npz,8056
mozart,Symphony_n29_K201_2mov.mid,processed\lstm\mozart\Symphony_n29_K201_2mov.npz,3591
mozart,Symphony_n29_K201_4mov.mid,processed\lstm\mozart\Symphony_n29_K201_4mov.npz,8130
mozart,Symphony_n30_K202_1mov.mid,processed\lstm\mozart\Symphony_n30_K202_1mov.npz,7650
mozart,Symphony_n30_K202_2mov.mid,processed\lstm\mozart\Symphony_n30_K202_2mov.npz,1821
mozart,Symphony_n30_K202_3mov.mid,processed\lstm\mozart\Symphony_n30_K202_3mov.npz,3597
mozart,Symphony_n30_K202_4mov.mid,processed\lstm\mozart\Symphony_n30_K202_4mov.npz,4857
mozart,Symphony_n31_K297_1mov_Paris.mid,processed\lstm\mozart\Symphony_n31_K297_1mov_Paris.npz,13940
mozart,Symphony_n31_K297_2mov_Paris.mid,processed\lstm\mozart\Symphony_n31_K297_2mov_Paris.npz,2958
mozart,Symphony_n31_K297_3mov_Paris.mid,processed\lstm\mozart\Symphony_n31_K297_3mov_Paris.npz,7440
mozart,Symphony_n33_K319_1mov.mid,processed\lstm\mozart\Symphony_n33_K319_1mov.npz,8125
mozart,Symphony_n33_K319_2mov.mid,processed\lstm\mozart\Symphony_n33_K319_2mov.npz,2328
mozart,Symphony_n33_K319_3mov.mid,processed\lstm\mozart\Symphony_n33_K319_3mov.npz,2344
mozart,Symphony_n33_K319_4mov.mid,processed\lstm\mozart\Symphony_n33_K319_4mov.npz,9710
mozart,Symphony_n34_K338_1mov.mid,processed\lstm\mozart\Symphony_n34_K338_1mov.npz,11107
mozart,Symphony_n34_K338_2mov.mid,processed\lstm\mozart\Symphony_n34_K338_2mov.npz,3090
mozart,Symphony_n34_K338_3mov.mid,processed\lstm\mozart\Symphony_n34_K338_3mov.npz,11413
mozart,Symphony_n35_K385_1mov_Haffner.mid,processed\lstm\mozart\Symphony_n35_K385_1mov_Haffner.npz,10611
mozart,Symphony_n35_K385_2mov_Haffner.mid,processed\lstm\mozart\Symphony_n35_K385_2mov_Haffner.npz,6050
mozart,Symphony_n35_K385_3mov_Haffner.mid,processed\lstm\mozart\Symphony_n35_K385_3mov_Haffner.npz,3416
mozart,Symphony_n35_K385_4mov_Haffner.mid,processed\lstm\mozart\Symphony_n35_K385_4mov_Haffner.npz,10103
mozart,Symphony_n36_K425_1mov_Linz.mid,processed\lstm\mozart\Symphony_n36_K425_1mov_Linz.npz,17850
mozart,Symphony_n36_K425_2mov_Linz.mid,processed\lstm\mozart\Symphony_n36_K425_2mov_Linz.npz,4181
mozart,Symphony_n36_K425_3mov_Linz.mid,processed\lstm\mozart\Symphony_n36_K425_3mov_Linz.npz,3326
mozart,Symphony_n36_K425_4mov_Linz.mid,processed\lstm\mozart\Symphony_n36_K425_4mov_Linz.npz,12551
mozart,Symphony_n37_K444_1mov.mid,processed\lstm\mozart\Symphony_n37_K444_1mov.npz,608
mozart,Symphony_n38_K504_1mov_Prague.mid,processed\lstm\mozart\Symphony_n38_K504_1mov_Prague.npz,16749
mozart,Symphony_n38_K504_2mov_Prague.mid,processed\lstm\mozart\Symphony_n38_K504_2mov_Prague.npz,6690
mozart,Symphony_n38_K504_3mov_Prague.mid,processed\lstm\mozart\Symphony_n38_K504_3mov_Prague.npz,7877
mozart,Symphony_n39_K543_1mov.mid,processed\lstm\mozart\Symphony_n39_K543_1mov.npz,16109
mozart,Symphony_n39_K543_2mov.mid,processed\lstm\mozart\Symphony_n39_K543_2mov.npz,4829
mozart,Symphony_n39_K543_3mov.mid,processed\lstm\mozart\Symphony_n39_K543_3mov.npz,5218
mozart,Symphony_n39_K543_4mov.mid,processed\lstm\mozart\Symphony_n39_K543_4mov.npz,12779
mozart,Symphony_n4_K019_1mov.mid,processed\lstm\mozart\Symphony_n4_K019_1mov.npz,6568
mozart,Symphony_n4_K19_3mov.mid,processed\lstm\mozart\Symphony_n4_K19_3mov.npz,3357
mozart,Symphony_n40_K550_1mov.mid,processed\lstm\mozart\Symphony_n40_K550_1mov.npz,12699
mozart,Symphony_n40_K550_2mov.mid,processed\lstm\mozart\Symphony_n40_K550_2mov.npz,3934
mozart,Symphony_n40_K550_3mov.mid,processed\lstm\mozart\Symphony_n40_K550_3mov.npz,4173
mozart,Symphony_n40_K550_4mov.mid,processed\lstm\mozart\Symphony_n40_K550_4mov.npz,11262
mozart,Symphony_n41_K551_1mov_Jupiter.mid,processed\lstm\mozart\Symphony_n41_K551_1mov_Jupiter.npz,16987
mozart,Symphony_n41_K551_2mov_Jupiter.mid,processed\lstm\mozart\Symphony_n41_K551_2mov_Jupiter.npz,5113
mozart,Symphony_n41_K551_3mov_Jupiter.mid,processed\lstm\mozart\Symphony_n41_K551_3mov_Jupiter.npz,2568
mozart,Symphony_n41_K551_4mov_Jupiter.mid,processed\lstm\mozart\Symphony_n41_K551_4mov_Jupiter.npz,17358
mozart,Symphony_n5_K022.mid,processed\lstm\mozart\Symphony_n5_K022.npz,7916
mozart,Early_Pieces_n1_Andante.mid,processed\lstm\mozart\Early_Pieces_n1_Andante.npz,283
mozart,Early_Pieces_n10_Air.mid,processed\lstm\mozart\Early_Pieces_n10_Air.npz,166
mozart,Early_Pieces_n11_Country_dance.mid,processed\lstm\mozart\Early_Pieces_n11_Country_dance.npz,214
mozart,Early_Pieces_n12_Rondino.mid,processed\lstm\mozart\Early_Pieces_n12_Rondino.npz,680
mozart,Early_Pieces_n13_Prelude.mid,processed\lstm\mozart\Early_Pieces_n13_Prelude.npz,790
mozart,Early_Pieces_n14_Rondo.mid,processed\lstm\mozart\Early_Pieces_n14_Rondo.npz,453
mozart,Early_Pieces_n15_Andantino.mid,processed\lstm\mozart\Early_Pieces_n15_Andantino.npz,592
mozart,Early_Pieces_n16_Minuet.mid,processed\lstm\mozart\Early_Pieces_n16_Minuet.npz,336
mozart,Early_Pieces_n17_Siciliano.mid,processed\lstm\mozart\Early_Pieces_n17_Siciliano.npz,658
mozart,Early_Pieces_n18_Little_Song.mid,processed\lstm\mozart\Early_Pieces_n18_Little_Song.npz,240
mozart,Early_Pieces_n19_Giga.mid,processed\lstm\mozart\Early_Pieces_n19_Giga.npz,1216
mozart,Early_Pieces_n2_Minuet.mid,processed\lstm\mozart\Early_Pieces_n2_Minuet.npz,260
mozart,Early_Pieces_n20_Presto.mid,processed\lstm\mozart\Early_Pieces_n20_Presto.npz,464
mozart,Early_Pieces_n3_Little_march.mid,processed\lstm\mozart\Early_Pieces_n3_Little_march.npz,300
mozart,Early_Pieces_n4_Minuet.mid,processed\lstm\mozart\Early_Pieces_n4_Minuet.npz,388
mozart,Early_Pieces_n5_Country_Dance.mid,processed\lstm\mozart\Early_Pieces_n5_Country_Dance.npz,346
mozart,Early_Pieces_n6_Llittle_minuet.mid,processed\lstm\mozart\Early_Pieces_n6_Llittle_minuet.npz,122
mozart,Early_Pieces_n7_Country_dance.mid,processed\lstm\mozart\Early_Pieces_n7_Country_dance.npz,344
mozart,Early_Pieces_n8_Minuet.mid,processed\lstm\mozart\Early_Pieces_n8_Minuet.npz,316
mozart,Early_Pieces_n9_Allegretto.mid,processed\lstm\mozart\Early_Pieces_n9_Allegretto.npz,580
mozart,Vesperae_solemnes_de_confessore_Vespers_K339_1_Dixit_Dominus.mid,processed\lstm\mozart\Vesperae_solemnes_de_confessore_Vespers_K339_1_Dixit_Dominus.npz,5912
mozart,Viennese_Sonatinas_K439b_n2_1mov.mid,processed\lstm\mozart\Viennese_Sonatinas_K439b_n2_1mov.npz,996
mozart,Viennese_Sonatinas_K439b_n2_2mov.mid,processed\lstm\mozart\Viennese_Sonatinas_K439b_n2_2mov.npz,876
mozart,Viennese_Sonatinas_K439b_n2_3mov.mid,processed\lstm\mozart\Viennese_Sonatinas_K439b_n2_3mov.npz,573
mozart,Viennese_Sonatinas_K439b_n2_4mov.mid,processed\lstm\mozart\Viennese_Sonatinas_K439b_n2_4mov.npz,1822
mozart,Viennese_Sonatinas_K439b_n6_1mov.mid,processed\lstm\mozart\Viennese_Sonatinas_K439b_n6_1mov.npz,2194
mozart,Viennese_Sonatinas_K439b_n6_2mov.mid,processed\lstm\mozart\Viennese_Sonatinas_K439b_n6_2mov.npz,999
